Chemin, Paquet, Classe, TLOC, TASSERT, tcmp
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardCategoryItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardCategoryItemLabelGeneratorTest, 97, 19, 5.11
./jfreechart-master/src/test/java/org/jfree/chart/labels/IntervalCategoryItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/IntervalCategoryItemLabelGeneratorTest, 64, 13, 4.92
./jfreechart-master/src/test/java/org/jfree/chart/labels/IntervalCategoryToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/IntervalCategoryToolTipGeneratorTest, 75, 14, 5.36
./jfreechart-master/src/test/java/org/jfree/chart/labels/BubbleXYItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/BubbleXYItemLabelGeneratorTest, 107, 27, 3.96
./jfreechart-master/src/test/java/org/jfree/chart/labels/BoxAndWhiskerToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/BoxAndWhiskerToolTipGeneratorTest, 55, 12, 4.58
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYItemLabelGeneratorTest, 103, 32, 3.22
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardCategoryToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardCategoryToolTipGeneratorTest, 80, 16, 5.00
./jfreechart-master/src/test/java/org/jfree/chart/labels/MultipleXYSeriesLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/MultipleXYSeriesLabelGeneratorTest, 58, 15, 3.87
./jfreechart-master/src/test/java/org/jfree/chart/labels/ItemLabelAnchorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/ItemLabelAnchorTest, 17, 3, 5.67
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardPieToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardPieToolTipGeneratorTest, 75, 19, 3.95
./jfreechart-master/src/test/java/org/jfree/chart/labels/SymbolicXYItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/SymbolicXYItemLabelGeneratorTest, 43, 9, 4.78
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYToolTipGeneratorTest, 83, 21, 3.95
./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYSeriesLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/StandardXYSeriesLabelGeneratorTest, 64, 13, 4.92
./jfreechart-master/src/test/java/org/jfree/chart/labels/BoxAndWhiskerXYToolTipGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/BoxAndWhiskerXYToolTipGeneratorTest, 74, 15, 4.93
./jfreechart-master/src/test/java/org/jfree/chart/labels/HighLowItemLabelGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/labels/HighLowItemLabelGeneratorTest, 56, 13, 4.31
./jfreechart-master/src/test/java/org/jfree/chart/internal/LineUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/LineUtilsTest, 78, 33, 2.36
./jfreechart-master/src/test/java/org/jfree/chart/internal/ArgsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/ArgsTest, 16, 2, 8.00
./jfreechart-master/src/test/java/org/jfree/chart/internal/SerialUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/SerialUtilsTest, 72, 3, 24.00
./jfreechart-master/src/test/java/org/jfree/chart/internal/CloneUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/CloneUtilsTest, 30, 5, 6.00
./jfreechart-master/src/test/java/org/jfree/chart/internal/HashUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/HashUtilsTest, 16, 2, 8.00
./jfreechart-master/src/test/java/org/jfree/chart/internal/ShapeUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/internal/ShapeUtilsTest, 65, 13, 5.00
./jfreechart-master/src/test/java/org/jfree/chart/AreaChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/AreaChartTest, 96, 6, 16.00
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYShapeAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYShapeAnnotationTest, 100, 17, 5.88
./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryLineAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryLineAnnotationTest, 107, 27, 3.96
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYBoxAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYBoxAnnotationTest, 133, 21, 6.33
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPointerAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPointerAnnotationTest, 96, 30, 3.20
./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryTextAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryTextAnnotationTest, 61, 14, 4.36
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTitleAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTitleAnnotationTest, 81, 13, 6.23
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPolygonAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYPolygonAnnotationTest, 91, 17, 5.35
./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryPointerAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/CategoryPointerAnnotationTest, 96, 30, 3.20
./jfreechart-master/src/test/java/org/jfree/chart/annotations/TextAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/TextAnnotationTest, 92, 23, 4.00
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTextAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYTextAnnotationTest, 100, 32, 3.13
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYLineAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYLineAnnotationTest, 128, 33, 3.88
./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYDrawableAnnotationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/annotations/XYDrawableAnnotationTest, 103, 18, 5.72
./jfreechart-master/src/test/java/org/jfree/chart/WaterfallChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/WaterfallChartTest, 66, 3, 22.00
./jfreechart-master/src/test/java/org/jfree/chart/StackedAreaChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/StackedAreaChartTest, 90, 6, 15.00
./jfreechart-master/src/test/java/org/jfree/chart/ScatterPlotTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/ScatterPlotTest, 84, 5, 16.80
./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardCategoryURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardCategoryURLGeneratorTest, 55, 9, 6.11
./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomPieURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomPieURLGeneratorTest, 51, 9, 5.67
./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomCategoryURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomCategoryURLGeneratorTest, 84, 17, 4.94
./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardXYURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardXYURLGeneratorTest, 19, 2, 9.50
./jfreechart-master/src/test/java/org/jfree/chart/urls/TimeSeriesURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/TimeSeriesURLGeneratorTest, 65, 14, 4.64
./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomXYURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/CustomXYURLGeneratorTest, 84, 17, 4.94
./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardPieURLGeneratorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/urls/StandardPieURLGeneratorTest, 59, 15, 3.93
./jfreechart-master/src/test/java/org/jfree/chart/XYAreaChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/XYAreaChartTest, 83, 5, 16.60
./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisTest, 165, 57, 2.89
./jfreechart-master/src/test/java/org/jfree/chart/axis/QuarterDateFormatTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/QuarterDateFormatTest, 62, 14, 4.43
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryTickTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryTickTest, 77, 17, 4.53
./jfreechart-master/src/test/java/org/jfree/chart/axis/MonthDateFormatTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/MonthDateFormatTest, 74, 18, 4.11
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryAnchorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryAnchorTest, 30, 9, 3.33
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryAxisTest, 109, 38, 2.87
./jfreechart-master/src/test/java/org/jfree/chart/axis/SymbolAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/SymbolAxisTest, 50, 16, 3.13
./jfreechart-master/src/test/java/org/jfree/chart/axis/PeriodAxisLabelInfoTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/PeriodAxisLabelInfoTest, 116, 26, 4.46
./jfreechart-master/src/test/java/org/jfree/chart/axis/CyclicNumberAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CyclicNumberAxisTest, 66, 19, 3.47
./jfreechart-master/src/test/java/org/jfree/chart/axis/MarkerAxisBandTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/MarkerAxisBandTest, 51, 14, 3.64
./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickMarkPositionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickMarkPositionTest, 31, 10, 3.10
./jfreechart-master/src/test/java/org/jfree/chart/axis/NumberAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/NumberAxisTest, 220, 54, 4.07
./jfreechart-master/src/test/java/org/jfree/chart/axis/TickUnitsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/TickUnitsTest, 33, 6, 5.50
./jfreechart-master/src/test/java/org/jfree/chart/axis/NumberTickUnitTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/NumberTickUnitTest, 41, 9, 4.56
./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickUnitTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickUnitTest, 28, 4, 7.00
./jfreechart-master/src/test/java/org/jfree/chart/axis/ModuloAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/ModuloAxisTest, 40, 9, 4.44
./jfreechart-master/src/test/java/org/jfree/chart/axis/PeriodAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/PeriodAxisTest, 180, 47, 3.83
./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/DateTickTest, 73, 19, 3.84
./jfreechart-master/src/test/java/org/jfree/chart/axis/LogAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/LogAxisTest, 174, 35, 4.97
./jfreechart-master/src/test/java/org/jfree/chart/axis/LogarithmicAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/LogarithmicAxisTest, 124, 11, 11.27
./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisLocationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisLocationTest, 32, 7, 4.57
./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisSpaceTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/AxisSpaceTest, 44, 14, 3.14
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelPositionsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelPositionsTest, 114, 12, 9.50
./jfreechart-master/src/test/java/org/jfree/chart/axis/ValueAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/ValueAxisTest, 139, 39, 3.56
./jfreechart-master/src/test/java/org/jfree/chart/axis/DateAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/DateAxisTest, 840, 203, 4.14
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelPositionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelPositionTest, 85, 17, 5.00
./jfreechart-master/src/test/java/org/jfree/chart/axis/SubCategoryAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/SubCategoryAxisTest, 78, 15, 5.20
./jfreechart-master/src/test/java/org/jfree/chart/axis/ExtendedCategoryAxisTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/ExtendedCategoryAxisTest, 79, 24, 3.29
./jfreechart-master/src/test/java/org/jfree/chart/axis/StandardTickUnitSourceTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/StandardTickUnitSourceTest, 19, 2, 9.50
./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelWidthTypeTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/axis/CategoryLabelWidthTypeTest, 29, 4, 7.25
./jfreechart-master/src/test/java/org/jfree/chart/BarChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/BarChartTest, 93, 6, 15.50
./jfreechart-master/src/test/java/org/jfree/chart/api/RectangleAlignmentTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/api/RectangleAlignmentTest, 46, 12, 3.83
./jfreechart-master/src/test/java/org/jfree/chart/text/format/LogFormatTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/text/format/LogFormatTest, 53, 15, 3.53
./jfreechart-master/src/test/java/org/jfree/chart/text/format/HMSNumberFormatTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/text/format/HMSNumberFormatTest, 15, 6, 2.50
./jfreechart-master/src/test/java/org/jfree/chart/text/format/RelativeDateFormatTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/text/format/RelativeDateFormatTest, 127, 30, 4.23
./jfreechart-master/src/test/java/org/jfree/chart/TimeSeriesChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/TimeSeriesChartTest, 84, 5, 16.80
./jfreechart-master/src/test/java/org/jfree/chart/JFreeChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/JFreeChartTest, 295, 53, 5.57
./jfreechart-master/src/test/java/org/jfree/chart/LineChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/LineChartTest, 89, 5, 17.80
./jfreechart-master/src/test/java/org/jfree/chart/XYStepAreaChartTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/XYStepAreaChartTest, 83, 5, 16.60
./jfreechart-master/src/test/java/org/jfree/chart/block/GridArrangementTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/GridArrangementTest, 176, 38, 4.63
./jfreechart-master/src/test/java/org/jfree/chart/block/BorderArrangementTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/BorderArrangementTest, 522, 154, 3.39
./jfreechart-master/src/test/java/org/jfree/chart/block/ColumnArrangementTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/ColumnArrangementTest, 53, 12, 4.42
./jfreechart-master/src/test/java/org/jfree/chart/block/LabelBlockTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/LabelBlockTest, 73, 20, 3.65
./jfreechart-master/src/test/java/org/jfree/chart/block/BlockBorderTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/BlockBorderTest, 44, 8, 5.50
./jfreechart-master/src/test/java/org/jfree/chart/block/LineBorderTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/LineBorderTest, 50, 10, 5.00
./jfreechart-master/src/test/java/org/jfree/chart/block/ColorBlockTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/ColorBlockTest, 58, 15, 3.87
./jfreechart-master/src/test/java/org/jfree/chart/block/FlowArrangementTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/FlowArrangementTest, 53, 12, 4.42
./jfreechart-master/src/test/java/org/jfree/chart/block/AbstractBlockTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/AbstractBlockTest, 78, 27, 2.89
./jfreechart-master/src/test/java/org/jfree/chart/block/EmptyBlockTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/EmptyBlockTest, 42, 11, 3.82
./jfreechart-master/src/test/java/org/jfree/chart/block/RectangleConstraintTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/RectangleConstraintTest, 68, 18, 3.78
./jfreechart-master/src/test/java/org/jfree/chart/block/BlockContainerTest.java,  , ./jfreechart-master/src/test/java/org/jfree/chart/block/BlockContainerTest, 38, 10, 3.80
./jfreechart-master/src/test/java/org/jfree/data/statistics/SimpleHistogramBinTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/SimpleHistogramBinTest, 89, 39, 2.28
./jfreechart-master/src/test/java/org/jfree/data/statistics/BoxAndWhiskerCalculatorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/BoxAndWhiskerCalculatorTest, 93, 19, 4.89
./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultMultiValueCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultMultiValueCategoryDatasetTest, 146, 31, 4.71
./jfreechart-master/src/test/java/org/jfree/data/statistics/HistogramBinTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/HistogramBinTest, 33, 5, 6.60
./jfreechart-master/src/test/java/org/jfree/data/statistics/StatisticsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/StatisticsTest, 296, 46, 6.43
./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultStatisticalCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultStatisticalCategoryDatasetTest, 159, 47, 3.38
./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDatasetTest, 97, 29, 3.34
./jfreechart-master/src/test/java/org/jfree/data/statistics/HistogramDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/HistogramDatasetTest, 141, 51, 2.76
./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDatasetTest, 172, 47, 3.66
./jfreechart-master/src/test/java/org/jfree/data/statistics/SimpleHistogramDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/SimpleHistogramDatasetTest, 54, 12, 4.50
./jfreechart-master/src/test/java/org/jfree/data/statistics/MeanAndStandardDeviationTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/MeanAndStandardDeviationTest, 32, 8, 4.00
./jfreechart-master/src/test/java/org/jfree/data/statistics/BoxAndWhiskerItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/BoxAndWhiskerItemTest, 24, 3, 8.00
./jfreechart-master/src/test/java/org/jfree/data/statistics/RegressionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/statistics/RegressionTest, 134, 16, 8.38
./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValueTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValueTest, 60, 16, 3.75
./jfreechart-master/src/test/java/org/jfree/data/category/DefaultCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/category/DefaultCategoryDatasetTest, 240, 50, 4.80
./jfreechart-master/src/test/java/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/category/DefaultIntervalCategoryDatasetTest, 304, 46, 6.61
./jfreechart-master/src/test/java/org/jfree/data/category/SlidingCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/category/SlidingCategoryDatasetTest, 172, 42, 4.10
./jfreechart-master/src/test/java/org/jfree/data/category/CategoryToPieDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/category/CategoryToPieDatasetTest, 84, 17, 4.94
./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValuesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValuesTest, 271, 104, 2.61
./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValues2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/DefaultKeyedValues2DTest, 210, 48, 4.38
./jfreechart-master/src/test/java/org/jfree/data/general/DefaultHeatMapDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DefaultHeatMapDatasetTest, 108, 38, 2.84
./jfreechart-master/src/test/java/org/jfree/data/general/DefaultPieDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DefaultPieDatasetTest, 96, 20, 4.80
./jfreechart-master/src/test/java/org/jfree/data/general/DatasetUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DatasetUtilsTest, 1045, 262, 3.99
./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValueDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValueDatasetTest, 45, 11, 4.09
./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValuesDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValuesDatasetTest, 28, 4, 7.00
./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValues2DDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/general/DefaultKeyedValues2DDatasetTest, 28, 4, 7.00
./jfreechart-master/src/test/java/org/jfree/data/KeyedObjects2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/KeyedObjects2DTest, 263, 51, 5.16
./jfreechart-master/src/test/java/org/jfree/data/DataUtilsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/DataUtilsTest, 154, 32, 4.81
./jfreechart-master/src/test/java/org/jfree/data/function/PowerFunction2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/function/PowerFunction2DTest, 35, 7, 5.00
./jfreechart-master/src/test/java/org/jfree/data/function/PolynomialFunction2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/function/PolynomialFunction2DTest, 63, 10, 6.30
./jfreechart-master/src/test/java/org/jfree/data/function/NormalDistributionFunction2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/function/NormalDistributionFunction2DTest, 42, 7, 6.00
./jfreechart-master/src/test/java/org/jfree/data/function/LineFunction2DTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/function/LineFunction2DTest, 36, 7, 5.14
./jfreechart-master/src/test/java/org/jfree/data/KeyedObjectsTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/KeyedObjectsTest, 223, 55, 4.05
./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodAnchorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodAnchorTest, 18, 4, 4.50
./jfreechart-master/src/test/java/org/jfree/data/time/HourTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/HourTest, 328, 64, 5.13
./jfreechart-master/src/test/java/org/jfree/data/time/FixedMillisecondTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/FixedMillisecondTest, 36, 5, 7.20
./jfreechart-master/src/test/java/org/jfree/data/time/MovingAverageTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/MovingAverageTest, 41, 8, 5.13
./jfreechart-master/src/test/java/org/jfree/data/time/SimpleTimePeriodTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/SimpleTimePeriodTest, 95, 21, 4.52
./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCTest, 48, 13, 3.69
./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCItemTest, 68, 23, 2.96
./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesTest, 146, 36, 4.06
./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesCollectionTest, 131, 23, 5.70
./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesCollectionTest, 300, 80, 3.75
./jfreechart-master/src/test/java/org/jfree/data/time/QuarterTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/QuarterTest, 375, 58, 6.47
./jfreechart-master/src/test/java/org/jfree/data/time/MonthTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/MonthTest, 374, 58, 6.45
./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValuesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValuesCollectionTest, 109, 26, 4.19
./jfreechart-master/src/test/java/org/jfree/data/time/TimeTableXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimeTableXYDatasetTest, 85, 26, 3.27
./jfreechart-master/src/test/java/org/jfree/data/time/MinuteTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/MinuteTest, 318, 64, 4.97
./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValuesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValuesTest, 172, 39, 4.41
./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValueTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimePeriodValueTest, 34, 7, 4.86
./jfreechart-master/src/test/java/org/jfree/data/time/DateRangeTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/DateRangeTest, 43, 10, 4.30
./jfreechart-master/src/test/java/org/jfree/data/time/SecondTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/SecondTest, 314, 69, 4.55
